OBJECTID,ZCTA5CE10,Zip,PopOver5,EngOnly,Spanish,Indo_Euro,Asian,Other,PovPop,Under50,Under100,Under130,Under200,Ineligible,Adj_Denom,CalFresh,PRI_Code,Elig_Non_R
1340,90049,90049,33771,25092,1435,5185,1585,474,35031,1229,2365,2864.16,4322,219.30676,2644.85324,236,0 - 24.9,2408.85324
1696,92078,92078,45122,33889,6916,1867,2193,257,47095,3593,6618,8275.28,12954,868.5934,7406.6866,1905,25.0 - 49.9,5501.6866
1728,92128,92128,46020,33143,2009,3764,6407,697,49269,1367,2363,2978.56,5642,359.69882,2618.86118,738,25.0 - 49.9,1880.86118
1092,92320,92320,8155,6973,1049,60,61,12,8319,416,1361,1733.68,2658,149.55228,1584.12772,653,25.0 - 49.9,931.12772
1267,95681,95681,1345,1055,247,43,0,0,1471,116,372,665.6,809,17.894,647.706,137,0 - 24.9,510.706
1439,90601,90601,32089,16499,13919,588,1026,57,34140,1827,3867,5107.44,9592,791.93138,4315.50862,2391,50.0 - 79.9,1924.50862
1743,95462,95462,1137,1086,12,35,0,4,1164,174,276,293.28,479,22.75446,270.52554,103,25.0 - 49.9,167.52554
1683,92057,92057,53401,35648,12851,1340,3298,264,56823,4210,7687,10374,16915,1526.53602,8847.46398,3657,25.0 - 49.9,5190.46398
1708,92106,92106,17476,14835,1273,629,618,121,16993,706,1211,1859.52,4073,98.19076,1761.32924,378,0 - 24.9,1383.32924
1727,92127,92127,40149,26357,2144,4322,6883,443,43122,516,1861,2603.12,4085,372.6129,2230.5071,1007,25.0 - 49.9,1223.5071
1765,95501,95501,22228,19441,1306,569,853,59,22627,1863,4501,6041.36,10093,1403.93476,4637.42524,4822,Over 100 (Data Error),0
1258,95670,95670,50643,34739,5967,5952,3811,174,53898,3879,8566,12388.48,20638,2773.163,9615.317,8471,80.0 - 100.0,1144.317
1130,91352,91352,43892,9392,28998,3383,1980,139,46779,3454,9344,13229.84,22991,3347.93652,9881.90348,8893,80.0 - 100.0,988.90348
1523,93611,93611,45211,35019,4596,1844,3294,458,47532,2173,3915,5524.48,10344,679.083,4845.397,3696,50.0 - 79.9,1149.397
1616,94010,94010,40082,27130,2721,3203,6651,377,42232,1376,2478,3360.24,5666,268.0121,3092.2279,499,0 - 24.9,2593.2279
1605,93933,93933,22093,14487,3201,819,3209,377,23046,2065,4105,4955.6,8369,664.23658,4291.36342,2356,50.0 - 79.9,1935.36342
1722,92121,92121,4396,2663,350,513,863,7,4583,784,914,1020.24,1321,25.304,994.936,59,0 - 24.9,935.936
1694,92071,92071,53069,44996,5084,1022,1429,538,55032,1687,3810,5060.64,10414,783.7756,4276.8644,3669,80.0 - 100.0,607.8644
1078,92003,92003,4647,3818,533,43,217,36,4905,159,330,416,1079,65.42676,350.57324,207,50.0 - 79.9,143.57324
1454,90670,90670,15321,6838,7171,79,992,241,16186,729,1768,2632.24,4492,495.90916,2136.33084,1232,50.0 - 79.9,904.33084
1067,92276,92276,7187,3762,3245,136,44,0,7792,432,1045,2813.2,4268,373.69372,2439.50628,1047,25.0 - 49.9,1392.50628
1251,95663,95663,2356,2184,83,85,4,0,2397,62,162,186.16,329,15.09646,171.06354,75,25.0 - 49.9,96.06354
1526,93615,93615,5600,1127,4457,16,0,0,6179,1060,2839,3692,4931,892.8005,2799.1995,2085,50.0 - 79.9,714.1995
1232,95637,95637,349,295,54,0,0,0,349,0,103,107.12,186,4.15,102.97,15,0 - 24.9,87.97
1678,92037,92037,36560,27388,2430,3906,2316,520,38427,2681,3961,5196.88,7525,187.98398,5008.89602,445,0 - 24.9,4563.89602
1669,92020,92020,54471,32459,9080,1070,1751,10111,57587,5431,12937,17457.44,25338,3017.82628,14439.61372,13164,80.0 - 100.0,1275.61372
1633,94044,94044,36657,27130,3540,1218,4618,151,38647,811,2127,2685.28,5146,256.8955,2428.3845,845,25.0 - 49.9,1583.3845
1579,93711,93711,35193,27989,3577,2280,902,445,36925,1653,3695,5387.2,9270,659.29644,4727.90356,2947,50.0 - 79.9,1780.90356
1554,93648,93648,14620,2625,11846,74,43,32,16174,2550,6866,8967.92,11836,2156.84648,6811.07352,4696,50.0 - 79.9,2115.07352
1047,95365,95365,4418,939,3479,0,0,0,4844,610,1581,2007.2,3260,534.07134,1473.12866,1161,50.0 - 79.9,312.12866
1690,92066,92066,523,518,0,5,0,0,530,132,138,219.44,306,3.961,215.479,37,0 - 24.9,178.479
1001,95315,95315,11963,4017,7387,496,55,8,13092,992,2530,3723.2,6887,854.29356,2868.90644,2219,50.0 - 79.9,649.90644
1242,95651,95651,614,577,12,12,13,0,614,12,25,48.88,86,11.26946,37.61054,46,Over 100 (Data Error),0
1413,92234,92234,49702,22782,24452,917,1470,81,53076,4732,11581,16213.6,27373,2779.87748,13433.72252,6402,25.0 - 49.9,7031.72252
1063,92270,92270,17666,15250,1104,816,404,92,17792,1020,1797,2582.32,4543,138.71228,2443.60772,627,25.0 - 49.9,1816.60772
1492,93534,93534,35656,27131,6711,347,925,542,38240,5389,10681,13275.6,20985,2848.12974,10427.47026,9349,80.0 - 100.0,1078.47026
1058,92262,92262,26381,18109,6316,1210,657,89,27364,2140,5588,7267.52,11825,957.90892,6309.61108,3346,50.0 - 79.9,2963.61108
1626,94028,94028,6577,5616,241,437,276,7,6782,45,172,274.56,394,12.32538,262.23462,14,0 - 24.9,248.23462
1401,90272,90272,21641,17926,984,1758,809,164,23115,369,909,1209.52,1658,65.61646,1143.90354,99,0 - 24.9,1044.90354
1680,92054,92054,39349,27615,9758,795,1089,92,41627,3282,5545,9368.32,16107,1517.64926,7850.67074,3496,25.0 - 49.9,4354.67074
1071,92281,92281,2065,387,1678,0,0,0,2249,305,804,1086.8,1537,116.08028,970.71972,901,80.0 - 100.0,69.71972
1682,92056,92056,50856,37458,10205,902,1996,295,53707,3844,6345,8766.16,15729,1114.00416,7652.15584,2719,25.0 - 49.9,4933.15584
1611,93955,93955,31429,16497,11428,1201,2092,211,33198,1202,5332,7926.88,14222,1803.34406,6123.53594,3436,50.0 - 79.9,2687.53594
1407,90290,90290,5678,4835,220,422,183,18,5974,177,267,534.56,942,35.90092,498.65908,137,25.0 - 49.9,361.65908
1148,95524,95524,1882,1781,50,24,22,5,1909,123,379,515.84,623,19.075,496.765,118,0 - 24.9,378.765
1692,92069,92069,45059,24912,15868,750,3225,304,48450,4497,7567,9493.12,18210,2175.62628,7317.49372,3815,50.0 - 79.9,3502.49372
1734,95452,95452,1322,1103,20,138,61,0,1409,9,61,63.44,148,6.55846,56.88154,22,25.0 - 49.9,34.88154
1128,91350,91350,35047,26404,5424,814,1759,646,37201,995,2111,2878.72,5430,351.91826,2526.80174,860,25.0 - 49.9,1666.80174
1260,95673,95673,14195,10330,1882,995,980,8,15130,1017,2934,3982.16,6540,541.81422,3440.34578,2658,50.0 - 79.9,782.34578
1225,95630,95630,70224,55818,3180,4902,5850,474,68700,1672,3246,4083.04,7536,551.05014,3531.98986,1659,25.0 - 49.9,1872.98986
1535,93625,93625,6836,3492,2716,347,281,0,7356,656,1814,2550.08,3957,417.80604,2132.27396,1323,50.0 - 79.9,809.27396
1700,92084,92084,47377,28467,17225,564,996,125,50270,3821,8527,11670.88,21116,2589.37436,9081.50564,4595,50.0 - 79.9,4486.50564
1737,95456,95456,709,709,0,0,0,0,721,81,86,111.28,261,15.342,95.938,52,50.0 - 79.9,43.938
1671,92024,92024,47331,38678,5290,1824,1348,191,49844,2108,3832,5220.8,8682,540.83166,4679.96834,1079,0 - 24.9,3600.96834
1541,93633,93633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1261,95674,95674,828,648,63,58,59,0,878,60,67,76.96,288,24.73538,52.22462,51,80.0 - 100.0,1.22462
1582,93722,93722,75665,47000,17459,5702,4886,618,81349,6924,18095,23683.92,36883,4122.1706,19561.7494,19494,80.0 - 100.0,67.7494
1414,92236,92236,40276,4865,35296,40,27,48,44096,4843,13186,17544.8,27428,2939.62282,14605.17718,9628,50.0 - 79.9,4977.17718
1172,95559,95559,108,108,0,0,0,0,108,56,56,58.24,56,12.09346,46.14654,38,80.0 - 100.0,8.14654
1556,93651,93651,1626,1609,0,10,7,0,1662,76,76,171.6,275,26.30692,145.29308,112,50.0 - 79.9,33.29308
1141,91381,91381,19510,14082,1489,1199,2124,616,20763,705,1193,1618.24,2360,174.87476,1443.36524,297,0 - 24.9,1146.36524
1174,95562,95562,3214,2971,183,8,35,17,3430,121,489,724.88,1398,210.92612,513.95388,633,Over 100 (Data Error),0
1584,93402,93402,14917,13457,909,266,243,42,15600,799,1486,2113.28,4053,218.96918,1894.31082,808,25.0 - 49.9,1086.31082
1195,95587,95587,146,146,0,0,0,0,146,0,30,31.2,30,0,0,0,No Data,0
1602,93928,93928,405,394,0,11,0,0,160,0,0,0,0,0,0,0,No Data,0
1117,92346,92346,56333,36442,15012,806,3672,401,57108,4894,10028,14136.72,22185,2359.35856,11777.36144,9573,80.0 - 100.0,2204.36144
1469,95385,95385,380,256,111,0,13,0,396,0,9,116.48,149,25.82476,90.65524,82,80.0 - 100.0,8.65524
1265,95679,95679,20,20,0,0,0,0,20,0,0,0,0,0,0,0,No Data,0
1474,95391,95391,12892,7557,765,1712,2247,611,14230,552,1046,1233.44,1545,110.76014,1122.67986,460,25.0 - 49.9,662.67986
1475,95401,95401,36584,23385,11182,1102,692,223,39052,1988,5802,7277.92,15058,1507.01684,5770.90316,3880,50.0 - 79.9,1890.90316
1040,95356,95356,30163,20838,4260,2121,1792,1152,32629,1504,4047,5551.52,9488,905.3663,4646.1537,3318,50.0 - 79.9,1328.1537
1676,92029,92029,17848,13750,2560,504,939,95,18628,1050,1497,1696.24,3980,286.19048,1410.04952,831,50.0 - 79.9,579.04952
1109,92336,92336,85904,43895,32225,1060,6707,2017,91655,3226,8875,13099.84,22935,2823.99306,10275.84694,11147,Over 100 (Data Error),0
1641,94074,94074,309,248,53,0,8,0,309,0,28,29.12,28,0,0,0,No Data,0
1115,92344,92344,20706,15043,4728,81,579,275,21919,952,2472,3397.68,6071,540.90448,2856.77552,3290,Over 100 (Data Error),0
1691,92067,92067,9005,7564,692,709,40,0,9107,632,966,1047.28,1735,31.63146,1015.64854,47,0 - 24.9,968.64854
1479,95407,95407,38398,18262,16979,691,2164,302,40931,2599,7171,10902.32,18900,2860.02656,8042.29344,5936,50.0 - 79.9,2106.29344
1490,93531,93531,316,316,0,0,0,0,369,0,97,100.88,97,4.221,96.659,25,25.0 - 49.9,71.659
1510,93562,93562,1519,1410,89,8,4,8,1617,259,423,669.76,758,67.87076,601.88924,421,50.0 - 79.9,180.88924
1210,95616,95616,47657,31975,4741,2969,7380,592,42672,11122,14485,16794.96,20219,366.99532,16427.96468,1474,0 - 24.9,14953.96468
1279,89439,89439,1419,1257,80,82,0,0,1484,70,114,187.2,347,0,0,0,No Data,0
1145,92368,92368,887,515,360,12,0,0,921,229,286,358.8,540,59.6846,299.1154,291,80.0 - 100.0,8.1154
1132,91355,91355,31398,24337,3416,1041,1965,639,32410,1146,2008,2836.08,4628,330.94782,2505.13218,701,25.0 - 49.9,1804.13218
1590,93901,93901,25468,14303,10007,371,780,7,26872,1475,4162,5898.88,10651,1143.45022,4755.42978,3605,50.0 - 79.9,1150.42978
1057,92260,92260,32443,22517,7423,1430,964,109,33735,2716,4811,6299.28,12313,680.55134,5618.72866,2476,25.0 - 49.9,3142.72866
1259,95672,95672,4883,4330,229,297,27,0,5004,108,157,297.44,791,27.01392,270.42608,143,50.0 - 79.9,127.42608
1622,94022,94022,18967,13493,394,1827,3013,240,19604,503,719,882.96,1259,50.12746,832.83254,61,0 - 24.9,771.83254
1343,95436,95436,5761,5210,404,88,50,9,5881,504,817,1049.36,1785,63.9466,985.4134,415,25.0 - 49.9,570.4134
1009,95323,95323,1020,690,279,39,6,6,1083,63,128,146.64,336,63.14798,83.49202,166,Over 100 (Data Error),0
1402,90274,90274,24455,17540,1469,1638,3753,55,25499,706,1258,1477.84,2452,98.42138,1379.41862,91,0 - 24.9,1288.41862
1122,92358,92358,1017,763,244,0,5,5,1038,66,134,143.52,274,17.35692,126.16308,143,Over 100 (Data Error),0
1538,93628,93628,221,221,0,0,0,0,221,0,0,0,17,0,0,0,No Data,0
1583,93723,93723,10231,6359,2410,1109,353,0,10754,195,915,1791.92,3004,356.4257,1435.4943,1167,80.0 - 100.0,268.4943
1488,93529,93529,586,537,49,0,0,0,631,24,24,24.96,442,9.93246,15.02754,31,Over 100 (Data Error),0
1548,93641,93641,258,224,34,0,0,0,178,43,43,44.72,65,6.66,38.06,59,Over 100 (Data Error),0
1123,92359,92359,8257,6087,1329,122,271,448,8615,464,807,1511.12,3241,211.97534,1299.14466,1187,80.0 - 100.0,112.14466
1012,95326,95326,9205,6954,1597,476,89,89,9830,442,1745,2607.28,3794,373.5515,2233.7285,1093,25.0 - 49.9,1140.7285
1203,95606,95606,129,88,25,16,0,0,129,11,36,37.44,81,0,0,0,No Data,0
1051,92253,92253,37137,27773,7551,952,565,296,39262,1529,4006,6074.64,10892,546.98986,5527.65014,2693,25.0 - 49.9,2834.65014
1347,95442,95442,2943,2525,152,183,65,18,3080,56,289,454.48,704,53.96944,400.51056,154,25.0 - 49.9,246.51056
1061,92267,92267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,0
1208,95614,95614,4104,3948,20,136,0,0,4318,88,148,186.16,480,11.17,174.99,135,50.0 - 79.9,39.99
1516,93603,93603,138,138,0,0,0,0,138,24,24,24.96,68,5.533,19.427,58,Over 100 (Data Error),0
1230,95635,95635,844,817,18,5,4,0,861,46,63,120.64,400,6.441,114.199,59,50.0 - 79.9,55.199
1533,93623,93623,134,134,0,0,0,0,134,0,0,41.6,40,0,0,0,No Data,0
1587,93727,93727,71198,37369,19005,3637,11047,140,78677,9372,19743,25074.4,36474,4939.10234,20135.29766,19422,80.0 - 100.0,713.29766
1024,95330,95330,18800,9193,5355,1709,2364,179,20166,1238,2570,3593.2,6692,574.82246,3018.37754,2274,50.0 - 79.9,744.37754
1416,92240,92240,32875,17714,14006,371,609,175,35431,4589,11362,13996.32,22570,2444.31,11552.01,9421,80.0 - 100.0,2131.01
1272,95686,95686,1033,367,548,51,67,0,1069,85,313,395.2,762,54.6186,340.5814,246,50.0 - 79.9,94.5814
1403,90275,90275,41245,26323,2113,4077,8623,109,42316,931,1720,2540.72,4495,250.33292,2290.38708,256,0 - 24.9,2034.38708
1688,92064,92064,46440,35244,5037,1681,3583,895,49240,1321,2908,5273.84,9175,909.06108,4364.77892,1860,25.0 - 49.9,2504.77892
1764,95497,95497,1092,1013,62,17,0,0,1092,0,14,14.56,70,0,0,0,No Data,0
1685,92059,92059,1037,849,143,5,31,9,1173,90,256,317.2,407,60.30014,256.89986,176,50.0 - 79.9,80.89986
1606,93940,93940,30924,24142,2959,1778,1591,454,30015,1282,2388,3364.4,5709,261.52318,3102.87682,1045,25.0 - 49.9,2057.87682
1719,92118,92118,22321,18832,2576,482,307,124,21105,805,1219,1565.2,3338,67.80684,1497.39316,192,0 - 24.9,1305.39316
1552,93646,93646,10018,2278,7650,18,10,62,11171,3059,5463,6865.04,8445,1392.55294,5472.48706,3642,50.0 - 79.9,1830.48706
1521,93609,93609,5229,1946,3093,162,28,0,5689,258,1838,2147.6,3238,587.6698,1559.9302,1381,80.0 - 100.0,178.9302
1135,91361,91361,20007,17074,1207,686,763,277,20704,558,1115,1615.12,2193,132.74212,1482.37788,334,0 - 24.9,1148.37788
1187,95565,95565,854,813,37,4,0,0,931,43,86,125.84,423,36.10038,89.73962,164,Over 100 (Data Error),0
1010,95324,95324,6992,3602,1521,1869,0,0,7599,239,686,1874.08,3459,239.3307,1634.7493,653,25.0 - 49.9,981.7493
1028,95336,95336,44156,31793,10119,1237,900,107,47347,1995,7059,9560.72,17994,1274.60252,8286.11748,5248,50.0 - 79.9,3038.11748
1072,92282,92282,1176,872,238,0,66,0,1233,349,424,619.84,829,39.53076,580.30924,178,25.0 - 49.9,402.30924
1209,95615,95615,923,697,226,0,0,0,970,60,197,204.88,338,44.37506,160.50494,82,50.0 - 79.9,78.50494
1003,95317,95317,854,259,555,28,12,0,946,68,165,314.08,608,49.31306,264.76694,81,25.0 - 49.9,183.76694
1053,92256,92256,3023,2674,295,39,7,8,3105,172,499,610.48,1575,94.47768,516.00232,607,Over 100 (Data Error),0
1253,95665,95665,4833,4240,494,71,28,0,4811,272,687,1032.72,1448,58.47384,974.24616,383,25.0 - 49.9,591.24616
1761,95492,95492,27981,20380,6706,472,336,87,29441,621,1434,3086.72,5890,620.72608,2465.99392,1656,50.0 - 79.9,809.99392
1320,95426,95426,1667,1606,2,58,0,1,1710,327,425,442,516,26.31538,415.68462,204,25.0 - 49.9,211.68462
1219,95624,95624,60377,41392,4615,3928,9737,705,63941,2463,6571,8923.2,14968,1335.93314,7587.26686,4306,50.0 - 79.9,3281.26686
1029,95337,95337,31612,20741,6644,2886,1271,70,34317,1283,2799,4328.48,10832,916.32018,3412.15982,3809,Over 100 (Data Error),0
1146,95519,95519,17971,16636,791,317,149,78,19348,1200,2779,4728.88,7268,506.24646,4222.63354,1883,25.0 - 49.9,2339.63354
1351,95446,95446,4371,4050,176,62,83,0,4521,277,835,1034.8,1566,159.32604,875.47396,515,50.0 - 79.9,360.47396
1252,95664,95664,1338,1252,72,14,0,0,1357,0,15,15.6,316,12.08092,3.51908,79,Over 100 (Data Error),0
1011,95325,95325,26,26,0,0,0,0,26,0,0,0,0,0,0,0,No Data,0
1420,92249,92249,6765,390,6263,50,62,0,7960,392,1095,2153.84,3342,261.67964,1892.16036,1626,80.0 - 100.0,266.16036
1672,92025,92025,49524,22744,24120,904,1435,321,52727,4633,11410,16182.4,25808,3704.14196,12478.25804,6813,50.0 - 79.9,5665.25804
1090,92315,92315,5014,4083,730,97,9,95,5260,398,951,1375.92,2155,235.8807,1140.0393,1010,80.0 - 100.0,130.0393
1670,92021,92021,65049,41984,13436,1899,1315,6415,68811,6884,14341,19418.88,31903,2918.11004,16500.76996,13209,80.0 - 100.0,3291.76996
1624,94025,94025,38261,26630,5466,3206,2489,470,40967,1956,3210,3854.24,6009,643.28932,3210.95068,1109,25.0 - 49.9,2101.95068
1610,93954,93954,334,109,225,0,0,0,359,73,99,143.52,255,24.9903,118.5297,95,80.0 - 100.0,23.5297
1221,95626,95626,5526,4390,346,624,166,0,5674,296,614,848.64,1492,153.2186,695.4214,649,80.0 - 100.0,46.4214
1241,95650,95650,12500,11919,203,241,72,65,13099,316,708,1088.88,2240,112.35744,976.52256,541,50.0 - 79.9,435.52256
1173,95560,95560,1265,1219,37,0,0,9,1249,46,124,402.48,553,80.05692,322.42308,328,Over 100 (Data Error),0
1476,95403,95403,43444,31429,9106,875,1603,431,44869,1483,4672,7278.96,14255,1650.05592,5628.90408,3852,50.0 - 79.9,1776.90408
1503,93552,93552,38046,18026,18667,459,863,31,40595,2474,6079,10471.76,19585,2001.29786,8470.46214,6322,50.0 - 79.9,2148.46214
1211,95618,95618,26650,18837,2470,1872,3218,253,27708,4478,6139,7207.2,9454,316.47992,6890.72008,1148,0 - 24.9,5742.72008
1246,95658,95658,6411,5758,296,314,36,7,6692,240,467,585.52,1323,49.9993,535.5207,283,50.0 - 79.9,252.5207
1741,95460,95460,2249,2065,63,121,0,0,2255,0,153,192.4,705,53.04892,139.35108,245,Over 100 (Data Error),0
1084,92308,92308,37838,30142,6199,572,745,180,39862,3461,8225,11755.12,18087,1493.32962,10261.79038,8736,80.0 - 100.0,1525.79038
1089,92314,92314,11232,9718,1271,129,114,0,11920,1038,2247,3081.52,4487,197.74766,2883.77234,1202,25.0 - 49.9,1681.77234
1228,95633,95633,3531,3354,101,76,0,0,3589,174,296,570.96,1037,46.67968,524.28032,289,50.0 - 79.9,235.28032
1052,92254,92254,11306,684,10622,0,0,0,12491,2047,4757,5880.16,9541,1403.43562,4476.72438,3211,50.0 - 79.9,1265.72438
1668,92019,92019,40992,27855,6355,1116,937,4729,42870,3101,5813,7936.24,12518,1170.23034,6766.00966,5427,80.0 - 100.0,1339.00966
1537,93627,93627,77,0,77,0,0,0,77,0,0,38.48,37,17.37038,21.10962,39,Over 100 (Data Error),0
1480,95409,95409,25743,21406,2642,965,635,95,26457,1157,2106,2896.4,5468,288.99538,2607.40462,1349,50.0 - 79.9,1258.40462
1687,92061,92061,1764,1465,261,2,28,8,2031,357,418,1024.4,1155,133.33712,891.06288,350,25.0 - 49.9,541.06288
1199,95602,95602,17761,15516,1459,620,123,43,18242,1116,1962,2503.28,5041,347.44406,2155.83594,1135,50.0 - 79.9,1020.83594
1048,95366,95366,16308,13643,2161,294,192,18,16955,783,1714,2139.28,3916,170.37888,1968.90112,922,25.0 - 49.9,1046.90112
1317,95422,95422,14398,11639,2660,83,16,0,15251,2367,5740,7624.24,10412,1491.22036,6133.01964,4826,50.0 - 79.9,1307.01964
1620,94020,94020,1170,1103,29,29,9,0,1154,36,99,157.04,235,18.43784,138.60216,56,25.0 - 49.9,82.60216
1081,92304,92304,21,0,14,0,0,7,21,0,7,7.28,7,0,0,0,No Data,0
1505,93554,93554,156,156,0,0,0,0,156,7,31,32.24,114,0,0,0,No Data,0
1233,95638,95638,2198,1776,330,61,31,0,2238,25,108,187.2,558,45.96876,141.23124,102,50.0 - 79.9,39.23124
1033,95345,95345,557,485,54,17,1,0,579,47,172,214.24,268,21.90492,192.33508,93,25.0 - 49.9,99.33508
1222,95627,95627,3472,1671,1585,203,13,0,3741,112,405,681.2,1640,124.5115,556.6885,470,80.0 - 100.0,86.6885
1156,95540,95540,12671,10897,1568,82,73,51,13268,802,2010,3226.08,5904,656.75868,2569.32132,2018,50.0 - 79.9,551.32132
1236,95641,95641,1770,1316,401,24,29,0,1840,167,401,468,797,74.88668,393.11332,240,50.0 - 79.9,153.11332
1002,95316,95316,5935,4446,1218,239,0,32,6379,827,1426,1721.2,2265,225.4884,1495.7116,685,25.0 - 49.9,810.7116
1757,97635,97635,196,190,6,0,0,0,181,0,23,42.64,70,0,0,0,No Data,0
1514,93601,93601,1901,1877,0,6,0,18,1932,29,115,179.92,699,14.37846,165.54154,136,80.0 - 100.0,29.54154
1684,92058,92058,38891,29875,6870,415,1603,128,44019,3149,5984,9625.2,19326,1099.1018,8526.0982,2551,25.0 - 49.9,5975.0982
1207,95612,95612,926,765,119,30,12,0,964,15,49,73.84,250,42.9346,30.9054,84,Over 100 (Data Error),0
1674,92027,92027,51908,26878,21799,423,2305,503,56230,3354,7862,11734.32,22477,2576.18082,9158.13918,5718,50.0 - 79.9,3440.13918
1275,95689,95689,1105,1105,0,0,0,0,1131,31,48,75.92,207,17.18046,58.73954,89,Over 100 (Data Error),0
1746,95465,95465,2118,2029,52,24,13,0,2140,257,349,418.08,738,13.098,404.982,102,25.0 - 49.9,302.982
1218,95623,95623,3719,3593,88,19,19,0,3897,201,432,496.08,1421,68.5746,427.5054,328,50.0 - 79.9,99.5054
1104,92327,92327,530,480,50,0,0,0,544,96,159,165.36,177,33.4923,131.8677,195,Over 100 (Data Error),0
1568,93668,93668,920,363,557,0,0,0,957,18,331,412.88,647,92.26266,320.61734,261,80.0 - 100.0,59.61734
1571,93675,93675,3110,2783,156,121,36,14,3358,62,460,735.28,870,105.49922,629.78078,621,80.0 - 100.0,8.78078
1528,93618,93618,27417,8438,18392,175,309,103,30177,3523,8112,11585.6,18328,2704.55266,8881.04734,8879,80.0 - 100.0,2.04734
1114,92342,92342,6417,5592,543,50,184,48,7049,361,1025,1250.08,1921,138.92612,1111.15388,820,50.0 - 79.9,291.15388
1511,93563,93563,413,353,55,3,2,0,321,19,39,40.56,58,0,0,0,No Data,0
1679,92040,92040,40282,34491,4119,509,816,347,42971,1886,4569,5753.28,11548,811.70364,4941.57636,4118,80.0 - 100.0,823.57636
1143,91387,91387,40913,26706,9158,1199,2951,899,43891,2256,4094,5895.76,9694,1247.68842,4648.07158,3144,50.0 - 79.9,1504.07158
1165,95551,95551,1337,1157,159,7,14,0,1449,263,410,494,737,86.09498,407.90502,332,80.0 - 100.0,75.90502
1027,95335,95335,171,171,0,0,0,0,171,0,0,0,119,2.76,-2.76,19,Below Zero (Data Error),0
1059,92264,92264,19282,14383,3158,842,790,109,19616,1592,3680,4820.4,7616,383.65528,4436.74472,1259,25.0 - 49.9,3177.74472
1461,95374,95374,1549,817,529,203,0,0,1702,161,361,606.32,986,136.38918,469.93082,366,50.0 - 79.9,103.93082
1673,92026,92026,45920,31100,11034,1285,2332,169,49021,4770,7653,10715.12,17867,1605.8734,9109.2466,3886,25.0 - 49.9,5223.2466
1634,94060,94060,1605,974,601,18,12,0,1671,283,423,763.36,802,59.20782,704.15218,74,0 - 24.9,630.15218
1050,92252,92252,8160,7252,565,170,171,2,8728,708,2371,2927.6,4312,395.17378,2532.42622,1746,50.0 - 79.9,786.42622
1188,95567,95567,1905,1598,216,37,48,6,2018,174,478,722.8,1164,74.18476,648.61524,308,25.0 - 49.9,340.61524
1732,95450,95450,278,266,12,0,0,0,283,16,30,31.2,50,2.365,28.835,15,50.0 - 79.9,13.835
1026,95334,95334,15368,2869,9590,2723,156,30,16281,1063,3057,3831.36,7188,1203.5342,2627.8258,2749,Over 100 (Data Error),0
1418,92242,92242,1292,1166,103,12,0,11,1332,43,242,360.88,641,46.9923,313.8877,195,50.0 - 79.9,118.8877
1062,92268,92268,505,485,15,5,0,0,505,75,80,130,243,6.85,123.15,45,25.0 - 49.9,78.15
1274,95688,95688,34556,27762,4727,882,1069,116,36635,1834,4006,5351.84,8305,770.54336,4581.29664,2725,50.0 - 79.9,1856.29664
1551,93645,93645,160,160,0,0,0,0,207,8,8,8.32,8,2.2,6.12,28,Over 100 (Data Error),0
1502,93551,93551,47495,36606,6976,1302,2034,577,50813,1778,3455,5314.4,11719,1063.82246,4250.57754,3830,80.0 - 100.0,420.57754
1686,92060,92060,79,69,10,0,0,0,79,9,19,30.16,29,1.269,28.891,19,50.0 - 79.9,9.891
1268,95682,95682,28775,25907,1788,621,364,95,29955,1228,3045,4078.88,7315,280.98016,3797.89984,1820,25.0 - 49.9,1977.89984
1224,95629,95629,676,593,61,22,0,0,676,69,138,166.4,176,9.384,157.016,59,25.0 - 49.9,98.016
1497,93544,93544,985,965,11,9,0,0,1021,6,10,21.84,388,30.84584,-9.00584,123,Below Zero (Data Error),0
1102,92324,92324,53723,29354,21426,334,2149,460,58457,4224,11296,16396.64,28091,3528.10494,12868.53506,14595,Over 100 (Data Error),0
1600,93926,93926,8549,1992,6529,0,0,28,9506,729,2074,3254.16,5412,567.47686,2686.68314,1343,25.0 - 49.9,1343.68314
1472,95388,95388,12594,4265,7727,185,345,72,13861,1061,2754,4431.44,7716,1330.00106,3101.43894,3311,Over 100 (Data Error),0
1154,95536,95536,2962,2584,312,66,0,0,3136,121,328,640.64,1101,59.18306,581.45694,253,25.0 - 49.9,328.45694
1273,95687,95687,62625,50733,7160,1082,3495,155,59638,2372,4989,6314.88,12330,850.47364,5464.40636,4469,80.0 - 100.0,995.40636
1313,95415,95415,1250,578,665,5,0,2,1306,175,365,592.8,822,76.37944,516.42056,214,25.0 - 49.9,302.42056
1190,95569,95569,340,301,15,3,0,21,233,0,17,48.88,87,6.09846,42.78154,17,25.0 - 49.9,25.78154
1256,95668,95668,757,661,33,45,18,0,794,72,102,139.36,203,19.03538,120.32462,57,25.0 - 49.9,63.32462
1464,95377,95377,30218,17394,5032,4633,2773,386,32332,770,1841,2642.64,5850,482.85466,2159.78534,1833,80.0 - 100.0,326.78534
1563,93662,93662,27860,11502,14834,1451,55,18,30018,2656,7290,11164.4,16498,2786.19822,8378.20178,7482,80.0 - 100.0,896.20178
